,txt,txt_en,is_seed,is_meta
204,Suurimpien perintöjen verotuksella on tärkeä rooli varallisuuserojen tasaamisessa.,Taxation of the largest inheritances plays an important role in equalizing wealth differences.,0,0
205,Henkilökohtaisen konkurssin mahdollisuus on paras tapa jakaa riskiä lainanottajan ja -antajan välillä.,The possibility of personal bankruptcy is the best way to share the risk between the borrower and the lender.,0,0
206,"Huolehditaan, että päihdekuntoutukseen on riittävästi resursseja",Let's make sure that there are enough resources for substance abuse rehabilitation,0,0
207,"Huolehditaan, että maaseudulta on hyvät joukkoliikenneyhteydet palveluiden luo",We will make sure that there are good public transport connections to the services from the countryside,0,0
208,Vuokralla asuvia ja omistusasujia pitää verottaa yhtäläisesti,Renters and owner-occupiers must be taxed equally,0,0
209,Kannustetaan lapsia menemään kouluun kävellen tai pyörällä autolla viemisen sijaan,Let's encourage children to go to school on foot or by bike instead of taking them by car,0,0
210,Ei viedä suomalaisia metsiä selluna maailmalle,Finnish forests are not exported to the world as pulp,0,0
211,Ohjataan maataloutta kohti omavaraisuuttaa ja irti esimerkiksi ulkomailta tuotavista fossiilisista polttoaineista,"Let's steer agriculture towards self-sufficiency and away from, for example, fossil fuels imported from abroad",0,0
212,Vailla peruskoulun jälkeistä tutkintoa oleville työikäisille on taattava valtion tukema mahdollisuus päätoimiseen opiskeluun,People of working age who do not have a post-primary education qualification must be guaranteed a state-supported opportunity for full-time study,0,0
213,Huumeiden käytön rangaistavuus tulisi poistaa,The criminalization of drug use should be removed,0,0
214,Turkistarhaus pitäisi kieltää riittävällä siirtymäajalla ja turvaten turkistarhaajien toimeentulo,Fur farming should be banned with a sufficient transition period and the livelihood of fur farmers should be protected,0,0
215,Hyvinvointialueiden rahoituksen pitää tulla niiden itse keräämästä verosta eikä valtiolta,The funding of welfare areas must come from the tax they collect themselves and not from the state,0,0
216,Mielenterveysasioissa tulisi siirtyä säännöllisiin ennalta ehkäiseviin kartoitustapaamisiin hammastarkastuksien tapaan.,"In mental health matters, we should switch to regular preventive mapping appointments, like dental checkups.",0,0
217,Ns. Paperittomille tulisi tarjota ilmainen terveydenhuolto.,The so-called The undocumented should be offered free healthcare.,0,0
218,Nelipäiväinen työviikko lisää hyvinvointia.,A four-day work week increases well-being.,0,0
219,Suomen on pyrittävä saavuttamaan sille asetetut ympäristötavoitteet nopeutetussa aikataulussa.,Finland must strive to achieve the environmental goals set for it in an accelerated schedule.,0,0
220,Ihmisten empatiakyky näyttää huonontuneen viime aikoina.,People's ability to empathize seems to have deteriorated recently.,0,0
221,"Valtion pitää panostaa taloudellisesti nuorten syrjäytymisen ehkäisyyn nyt, etteivät kulut kumuloidu tulevaisuudessa.","The state must invest financially in preventing the marginalization of young people now, so that the costs do not accumulate in the future.",0,0
222,Kuntien ja hyvinvointialueiden palveluja ja velvotteita pitää vähentää.,The services and obligations of municipalities and welfare areas must be reduced.,0,0
223,Kyllä asun,"Yes, I live",0,0
224,Suomi tarvitsee konkreettisen kriisisuunnitelman mahdollisen ydinsodan varalle.,Finland needs a concrete crisis plan in case of a possible nuclear war.,0,0
225,Eutanasian tulisi laillistaa,Euthanasia should be legalized,0,0
226,"Eu:sta on Suomelle enemmän haittaa, kuin hyötyä.",The EU does Finland more harm than good.,0,0
227,Seksin ostaminen pitäisi kriminalisoida.,Buying sex should be criminalized.,0,0
228,Suomen pitäisi erota Eu:sta.,Finland should leave the EU.,0,0
229,Tiedän kuka oli Matti Klinge,I know who Matti Klinge was,0,0
230,"Pitäisikö Suomen sopeuttaa toimintaansa lisää, jotta velanotto saataisiin vähenemään reilusti?",Should Finland adapt its operations further in order to reduce the debt intake considerably?,0,0
231,Kansalaispalkan käyttöönottoa pitäisi tutkia.,The introduction of a citizen's salary should be investigated.,0,0
232,"Kännykän käyttöä ei pidä kieltää koulussa, mutta sitä pitää rajoittaa tuntuvasti.","The use of cell phones should not be banned at school, but it should be significantly limited.",0,0
233,Puolueiden johtajilta tulee edellyttää helposti ymmärrettäviä selkeitä mielipiteitä.,Party leaders should be required to have clear opinions that are easy to understand.,0,0
234,Lopetetaan yle.,Let's stop it.,0,0
235,Raha jyrää yhteiskunnallisessa keskustelussa tasa-arvon ja kohtuullisuuden,Money trumps equality and fairness in the social debate,0,0
236,"Lounassetelit pitäisi korvata suoralla lounasravintolatuella, joka määräytyisi annosten terveellisyyden perusteella.","Lunch vouchers should be replaced by direct lunch restaurant support, which would be determined based on the healthiness of the portions.",0,0
237,Vastustan korkeakoulumaksuja.,I oppose college fees.,0,0
238,Kaupunkikehittämisessä tulee priorisoida kevyttä ja julkista liikennettä,Light and public transport should be prioritized in urban development,0,0
239,"Väestöryhmälähtöisistä ongelmista pitää puhua, jotta vähäiset resurssit voidaan kohdentaa oikein.",Population-based problems need to be talked about so that scarce resources can be allocated correctly.,0,0
240,"""Loukkaava puhe"" ei tarkoita ihmisten tunteiden loukkaamista vaan ihmisoikeuksien loukkaamista.","""Offensive speech"" does not mean hurting people's feelings but violating human rights.",0,0
241,"Suurin ongelma sikaruton leviämisessä on lihan tehotuotanto. Ilman sitä, ei taudista olisi ihmiselle käytännössä mitään haittaa","The biggest problem with the spread of swine fever is intensive meat production. Without it, the disease would have practically no harm to a person",0,0
242,Entisillä ministereillä pitäisi olla karenssiaika ennen kuin he voivat siirtyä lobbaus- tms. tehtäviin.,"Former ministers should have a grace period before they can move on to lobbying, etc. duties.",0,0
243,Tasa-arvoa koskevassa tutkimuksessa ja politiikassa painopistettä ja puhetapaa tulisi siirtää enemmän mies- ja poikaerityisiin kysymyksiin.,"In equality research and policy, the focus and style of speaking should be shifted more to issues specific to men and boys.",0,0
244,"Maapallon kestävyyden rajoja tulee kunnioittaa. Samalla tulee huomioida, että kaikilla ihmisillä on hyvän elämän perusasiat kunnossa.","The limits of the earth's sustainability must be respected. At the same time, it should be noted that all people have the basics of a good life in order.",0,0
245,Suomesta kehitetään sähkön ja raaka-aineen tuottajaa Euroopan unioniin,Finland is developing a producer of electricity and raw materials for the European Union,0,0
246,"Urheiluseurojen tuet pitäisi korvata jokaisen kansalaisen liikuntasetelillä, joka auttaisi vähän liikkuvia aloittamaan harrastuksen.","Subsidies for sports clubs should be replaced with an exercise voucher for every citizen, which would help those who exercise little to start a hobby.",0,0
247,"Suomeen tulee luoda alle 18-vuotiaille valtakunnallinen, yhtenäinen päihde- ja riippuvuuspalveluiden hoitopolku.","In Finland, a national, uniform treatment path for substance abuse and addiction services should be created for those under 18 years of age.",0,0
248,Suomessa panostetaan liian vähän kattaviin matkustajaliikenteen raideyhteyksiin.,"In Finland, there is too little investment in comprehensive rail connections for passenger traffic.",0,0
249,"Osatykykyiset, esim. kehitysvammaiset ihmiset pitää saada tehokkaammin työmarkkinoille.","Talented people, e.g. people with intellectual disabilities, need to be more effectively brought to the labor market.",0,0
250,Eläinten tehotuotanto tulisi lopettaa,Intensive production of animals should be stopped,0,0
251,Instituutioiden politisoituminen on haitallista.,Politicization of institutions is harmful.,0,0
252,Politiikan pitää suosia nykyistä enemmän tietoon (tieteeseen) pohjautuvia päätöksiä,Politics must favor decisions based on knowledge (science) more than at present,0,0
253,Kotimainen ruokatuotanto tulee olla kannattavaa viljelijöille,Domestic food production must be profitable for farmers,0,0
254,"Aikuisilla ihmisillä on tarve matalan kynnyksen ""neuvolapalveluille"", jotka tukisivat ihmisenä kasvamisessa ja elämän käännekohdiss.","Adults have a need for low-threshold ""counseling services"" that would support them in growing as a person and at life's turning points.",0,0
255,Somevaikuttamisen kautta ulkopuoliset tahot pyrkivät lisäämään vastakkainasettelua Suomessa,"Through social influence, external parties try to increase confrontation in Finland",0,0
256,Nykyisen hallituksen asumistuki leikkaukset ovat ristiridaassa työvoimapolitiikan kanssa,The current government's housing benefit cuts are at odds with labor policy,0,0
257,Kaikki narkit Ahvenanmaalle,All narcs to Åland,0,0
258,Suomen kaivoslaki on liian löysä,Finland's mining law is too loose,0,0
259,Koulukiusaajien tulee kantaa vastuunsa esim.koulua vaihtamalla - ei päinvastoin.,School bullies must bear their responsibility by e.g. changing schools - not the other way around.,0,0
261,Suomen on sallittava hormonihoidot ja sukupuolenkorjausleikkaukset alle 10-vuotiaille.,Finland must allow hormone treatments and gender reassignment surgeries for children under 10 years old.,0,0
262,"Demokratia ei ole itsestäänselvyys, vaan sitä on puolustettava.","Democracy is not self-evident, but must be defended.",0,0
263,Nainen on ihmislajin naarasyksilö,A woman is a female individual of the human species,0,0
264,Tutkimus- ja kehitystoimintaan tulee suunnata enemmän resursseja.,More resources should be directed to research and development activities.,0,0
265,"Kouluissa kännykät voivat olla käytössä välitunneilla, mutta tunneilla keskitytään opiskeluun ja kännykät esillä vain tarvittaessa.","In schools, Cell Phones can be used during breaks, but during classes the focus is on studying and Cell Phones are only displayed when necessary.",0,0
266,Somealustoiden algoritmit voimistavat riitelyä ja vihapuhetta.,Algorithms on social platforms intensify arguments and hate speech.,0,0
267,Kulttuuri on luksusta eikä ansaitse valtion tukea,Culture is a luxury and does not deserve state support,0,0
268,"Keskusteluun tarvittaisiin palvelua jossa on MINIMIMÄÄRÄ merkeille, ei maksimi. Tällöin mielipiteet olisivat perusteltuja eivätkä ""iskeviä"".","A service with a MINIMUM QUANTITY for brands, not a maximum, would be needed for the discussion. In that case, the opinions would be justified and not ""striking"".",0,0
269,Monimutkainen sosiaaliturvajärjestelmä pitäisi korvata kansalaispalkalla.,The complex social security system should be replaced by a citizen's salary.,0,0
270,"Mitä ympäristöystävällisempi jokin auton polttoaine on, sen edullisempaa sen pitäisi olla.","The more environmentally friendly a car fuel is, the cheaper it should be.",0,0
271,"Kestävä kuluttaminen lähtee uudelleen käyttämisen ajatuksesta, ei uuden ostamisesta.","Sustainable consumption starts with the idea of ​​reusing, not buying new.",0,0
272,Ananas kuuluu pizzaan,Pineapple belongs on pizza,0,0
273,Suomessa ei suhtauduta riittävän vakavasti 2SLGBTQI+-yhteisön tarpeisiin.,"In Finland, the needs of the 2SLGBTQI+ community are not taken seriously enough.",0,0
274,Suomen perustuslaki ei ole riittävän antirasistinen.,The Finnish constitution is not sufficiently anti-racist.,0,0
275,"Suomessa on paljon heteronormatiivisia, ableistisia ja syrjiviä asenteita.","There are a lot of heteronormative, ableist and discriminatory attitudes in Finland.",0,0
276,Parlamentaarinen uudistaa ja kansalaisten mahdollisuuksia vaikuttaa suoraan päätöksentekoon lisätä.,Parliamentary reforms and increase citizens' opportunities to directly influence decision-making.,0,0
